#idx, p0x0, p0x1, x0, x1, x2, y, f1_neval, f2_neval, p0_grid_runtime (us), f1_time (us), f2_time (us), total_time (us)
0, 80.000000, 670.000000, 68.532798, 665.299724, 40.006396, 0.108777, 437, 186, 255.0, 25.0, 134.0, 414.0
1, 80.000000, 670.000000, 72.525385, 659.987542, 45.367140, 0.102884, 437, 188, 256.0, 24.0, 138.0, 418.0
2, 80.000000, 670.000000, 74.952474, 661.160445, 34.345326, 0.043308, 438, 187, 255.0, 25.0, 158.0, 438.0
3, 80.000000, 670.000000, 70.295264, 661.128398, 39.969385, 0.079094, 437, 186, 256.0, 25.0, 136.0, 417.0
4, 80.000000, 670.000000, 71.012349, 662.376501, 39.370093, 0.108054, 437, 187, 256.0, 25.0, 135.0, 416.0
5, 80.000000, 660.000000, 76.914334, 660.946792, 28.088220, 0.034651, 438, 187, 255.0, 25.0, 138.0, 418.0
6, 80.000000, 670.000000, 69.424195, 662.114570, 44.776838, 0.085001, 438, 186, 255.0, 25.0, 136.0, 416.0
7, 80.000000, 670.000000, 74.387656, 660.194251, 44.480925, 0.081559, 437, 186, 256.0, 25.0, 137.0, 418.0
8, 80.000000, 670.000000, 69.536951, 662.757943, 41.569675, 0.136262, 437, 187, 256.0, 24.0, 135.0, 415.0
9, 80.000000, 670.000000, 70.190425, 661.737665, 40.350484, 0.070592, 437, 188, 255.0, 24.0, 136.0, 415.0
10, 80.000000, 660.000000, 73.596734, 659.990889, 39.276309, 0.086490, 437, 187, 255.0, 25.0, 136.0, 416.0
11, 80.000000, 670.000000, 79.150176, 660.484838, 31.094290, 0.082802, 437, 187, 380.0, 39.0, 212.0, 631.0
12, 80.000000, 660.000000, 74.974383, 660.407789, 37.271743, 0.062819, 438, 187, 266.0, 26.0, 137.0, 429.0
13, 80.000000, 660.000000, 77.710572, 659.474894, 30.364722, 0.053454, 437, 186, 256.0, 25.0, 136.0, 417.0
14, 80.000000, 660.000000, 74.593862, 660.501128, 38.696763, 0.051777, 437, 189, 267.0, 26.0, 139.0, 432.0
15, 80.000000, 660.000000, 72.966103, 660.320719, 36.331721, 0.044614, 438, 188, 268.0, 26.0, 136.0, 430.0
16, 80.000000, 660.000000, 75.576355, 660.534600, 31.631017, 0.045434, 438, 187, 255.0, 25.0, 137.0, 417.0
17, 80.000000, 670.000000, 75.467887, 661.051434, 29.225650, 0.038897, 437, 189, 255.0, 24.0, 140.0, 419.0
18, 80.000000, 660.000000, 74.350646, 659.611315, 35.918453, 0.035073, 437, 189, 257.0, 25.0, 137.0, 419.0
19, 80.000000, 670.000000, 77.044740, 661.044921, 33.431397, 0.088534, 438, 185, 255.0, 24.0, 137.0, 416.0
20, 80.000000, 660.000000, 75.953906, 659.902414, 34.088728, 0.074336, 438, 186, 262.0, 25.0, 135.0, 422.0
21, 80.000000, 660.000000, 74.969498, 660.852210, 31.398278, 0.067494, 437, 186, 256.0, 25.0, 137.0, 418.0
22, 80.000000, 670.000000, 69.527923, 662.109494, 40.155380, 0.102484, 437, 188, 256.0, 24.0, 136.0, 416.0
23, 80.000000, 670.000000, 72.022295, 660.645215, 38.877192, 0.067666, 437, 187, 257.0, 24.0, 137.0, 418.0
24, 80.000000, 670.000000, 70.578804, 662.361154, 41.533681, 0.086085, 437, 186, 255.0, 24.0, 136.0, 415.0
