#idx, p0x0, p0x1, x0, x1, x2, y, f1_neval, f2_neval, p0_grid_runtime (us), f1_time (us), f2_time (us), total_time (us)
0, 80.000000, 670.000000, 68.324002, 665.537022, 39.343681, 0.108141, 477, 382, 261.0, 48.0, 264.0, 573.0
1, 80.000000, 670.000000, 71.980857, 660.202755, 45.902258, 0.102397, 477, 383, 256.0, 47.0, 267.0, 570.0
2, 80.000000, 670.000000, 74.973849, 661.191195, 35.305321, 0.042774, 477, 382, 255.0, 47.0, 266.0, 568.0
3, 80.000000, 670.000000, 70.671354, 661.285906, 39.146408, 0.078597, 476, 380, 297.0, 48.0, 263.0, 608.0
4, 80.000000, 670.000000, 71.406045, 662.616037, 38.504363, 0.107385, 476, 381, 255.0, 47.0, 266.0, 568.0
5, 80.000000, 660.000000, 76.436971, 660.818210, 28.667607, 0.034004, 477, 382, 395.0, 75.0, 417.0, 887.0
6, 80.000000, 670.000000, 69.702079, 661.736220, 44.410666, 0.084713, 477, 382, 256.0, 47.0, 266.0, 569.0
7, 80.000000, 670.000000, 74.139398, 660.105249, 44.215466, 0.081102, 477, 384, 256.0, 48.0, 270.0, 574.0
8, 80.000000, 670.000000, 69.744816, 662.229332, 41.795422, 0.135722, 476, 383, 347.0, 48.0, 266.0, 661.0
9, 80.000000, 670.000000, 70.760405, 661.401144, 39.691367, 0.070080, 476, 383, 256.0, 47.0, 265.0, 568.0
10, 80.000000, 660.000000, 74.041738, 659.977949, 38.942250, 0.086045, 477, 382, 255.0, 47.0, 266.0, 568.0
11, 80.000000, 670.000000, 78.451956, 660.517917, 30.923319, 0.081684, 476, 382, 255.0, 51.0, 286.0, 592.0
12, 80.000000, 660.000000, 75.133298, 660.107246, 36.835606, 0.062553, 476, 385, 255.0, 47.0, 267.0, 569.0
13, 80.000000, 660.000000, 77.318421, 659.629183, 31.207989, 0.052967, 477, 380, 255.0, 57.0, 286.0, 598.0
14, 80.000000, 660.000000, 74.578528, 660.433148, 38.504240, 0.051729, 476, 383, 255.0, 47.0, 267.0, 569.0
