#idx, p0x0, p0x1, x0, x1, x2, y, f1_neval, f2_neval, p0_grid_runtime (us), f1_time (us), f2_time (us), total_time (us)
0, 80.000000, 670.000000, 70.217014, 664.037689, 40.000000, 0.120904, 413, 66, 254.0, 10.0, 51.0, 315.0
1, 80.000000, 670.000000, 74.402006, 661.043361, 46.804138, 0.133115, 414, 67, 274.0, 11.0, 52.0, 337.0
2, 80.000000, 670.000000, 70.421971, 661.870587, 40.000000, 0.073085, 414, 66, 255.0, 11.0, 51.0, 317.0
3, 80.000000, 670.000000, 69.162326, 663.293448, 40.000000, 0.087348, 414, 67, 256.0, 11.0, 51.0, 318.0
4, 80.000000, 670.000000, 69.250217, 663.936201, 40.000000, 0.114236, 414, 66, 412.0, 20.0, 76.0, 508.0
5, 80.000000, 660.000000, 78.520465, 660.418761, 36.463528, 0.082785, 413, 66, 447.0, 20.0, 90.0, 557.0
6, 80.000000, 670.000000, 71.144250, 660.810089, 45.829718, 0.095197, 413, 68, 481.0, 21.0, 98.0, 600.0
7, 80.000000, 670.000000, 74.577787, 662.058235, 46.804138, 0.100043, 414, 65, 424.0, 25.0, 87.0, 536.0
8, 80.000000, 670.000000, 68.752170, 665.323195, 40.000000, 0.156368, 413, 66, 420.0, 18.0, 91.0, 529.0
9, 80.000000, 670.000000, 70.352085, 658.442199, 40.453609, 0.095016, 414, 68, 451.0, 19.0, 99.0, 569.0
10, 80.000000, 660.000000, 74.795971, 658.361979, 38.592971, 0.091455, 413, 65, 489.0, 22.0, 109.0, 620.0
11, 80.000000, 670.000000, 78.056207, 662.848972, 36.988539, 0.121157, 414, 66, 408.0, 17.0, 86.0, 511.0
12, 80.000000, 660.000000, 74.821445, 659.372520, 35.373489, 0.066888, 413, 67, 427.0, 17.0, 90.0, 534.0
13, 80.000000, 660.000000, 78.302046, 659.993877, 35.875516, 0.070299, 414, 67, 422.0, 17.0, 93.0, 532.0
14, 80.000000, 660.000000, 73.046223, 660.253812, 39.364154, 0.057894, 413, 67, 415.0, 19.0, 99.0, 533.0
15, 80.000000, 660.000000, 73.385417, 660.811899, 40.000000, 0.053217, 413, 68, 426.0, 19.0, 108.0, 553.0
16, 80.000000, 660.000000, 71.218796, 660.716218, 34.455887, 0.070850, 414, 67, 404.0, 18.0, 80.0, 502.0
17, 80.000000, 670.000000, 71.593846, 660.923372, 40.000000, 0.103935, 413, 66, 419.0, 15.0, 77.0, 511.0
18, 80.000000, 660.000000, 75.517964, 657.361792, 36.463528, 0.047941, 413, 69, 440.0, 17.0, 87.0, 544.0
19, 80.000000, 670.000000, 72.648534, 661.532296, 40.000000, 0.121357, 413, 67, 452.0, 21.0, 83.0, 556.0
20, 80.000000, 660.000000, 73.280973, 663.105542, 38.592971, 0.102212, 414, 67, 417.0, 19.0, 91.0, 527.0
21, 80.000000, 660.000000, 74.247614, 663.200682, 36.988539, 0.099855, 414, 68, 255.0, 11.0, 52.0, 318.0
22, 80.000000, 670.000000, 68.927951, 664.443638, 40.000000, 0.117025, 413, 68, 399.0, 16.0, 86.0, 501.0
23, 80.000000, 670.000000, 69.235569, 663.513337, 40.000000, 0.090950, 414, 69, 429.0, 15.0, 84.0, 528.0
24, 80.000000, 670.000000, 72.102378, 659.722168, 41.349627, 0.095258, 414, 68, 454.0, 22.0, 94.0, 570.0
25, 80.000000, 660.000000, 73.967014, 657.420600, 40.000000, 0.074929, 413, 67, 434.0, 18.0, 97.0, 549.0
26, 70.000000, 680.000000, 73.795844, 659.598939, 39.075981, 0.227073, 413, 67, 446.0, 17.0, 98.0, 561.0
27, 70.000000, 680.000000, 69.932163, 658.614840, 39.546391, 0.180247, 413, 68, 443.0, 16.0, 95.0, 554.0
28, 80.000000, 660.000000, 71.857639, 658.097183, 40.000000, 0.086550, 414, 67, 430.0, 16.0, 79.0, 525.0
29, 80.000000, 670.000000, 72.761381, 662.396526, 46.804138, 0.102296, 413, 68, 437.0, 23.0, 92.0, 552.0
30, 80.000000, 670.000000, 72.981285, 658.436662, 41.349627, 0.074593, 413, 69, 421.0, 16.0, 92.0, 529.0
31, 70.000000, 680.000000, 72.115519, 664.295620, 38.991980, 0.171475, 413, 66, 424.0, 16.0, 95.0, 535.0
32, 80.000000, 660.000000, 76.516502, 660.745865, 34.429287, 0.070871, 413, 68, 412.0, 18.0, 88.0, 518.0
33, 80.000000, 660.000000, 74.133588, 658.024857, 34.665892, 0.053446, 413, 68, 416.0, 17.0, 108.0, 541.0
34, 80.000000, 670.000000, 73.464506, 661.043361, 46.804138, 0.095795, 414, 67, 411.0, 17.0, 92.0, 520.0
35, 80.000000, 670.000000, 68.342014, 664.578954, 40.000000, 0.056975, 413, 69, 408.0, 18.0, 93.0, 519.0
36, 70.000000, 680.000000, 68.957909, 661.055837, 35.568910, 0.259244, 413, 67, 429.0, 26.0, 92.0, 547.0
37, 70.000000, 660.000000, 73.529382, 660.037131, 40.072918, 0.040660, 414, 68, 406.0, 17.0, 89.0, 512.0
38, 70.000000, 660.000000, 71.737397, 658.766697, 50.433012, 0.081720, 414, 67, 439.0, 20.0, 103.0, 562.0
39, 70.000000, 670.000000, 73.031014, 662.991324, 36.673532, 0.094965, 413, 67, 422.0, 15.0, 87.0, 524.0
40, 70.000000, 670.000000, 66.662326, 663.699397, 40.000000, 0.089250, 413, 67, 417.0, 15.0, 95.0, 527.0
41, 80.000000, 670.000000, 68.927951, 664.443638, 40.000000, 0.078483, 413, 67, 449.0, 15.0, 91.0, 555.0
42, 80.000000, 670.000000, 70.957987, 664.569374, 33.363865, 0.110090, 413, 69, 414.0, 17.0, 92.0, 523.0
43, 80.000000, 670.000000, 71.125217, 661.771138, 40.000000, 0.088207, 414, 66, 416.0, 18.0, 82.0, 516.0
44, 80.000000, 670.000000, 70.217014, 664.037689, 40.000000, 0.086015, 413, 68, 433.0, 15.0, 76.0, 524.0
45, 80.000000, 670.000000, 67.638889, 662.143258, 40.000000, 0.064057, 414, 67, 414.0, 17.0, 83.0, 514.0
46, 80.000000, 670.000000, 70.217014, 664.037689, 40.000000, 0.175206, 413, 69, 416.0, 16.0, 96.0, 528.0
47, 80.000000, 670.000000, 77.154701, 662.456342, 37.786555, 0.127200, 414, 68, 422.0, 19.0, 104.0, 545.0
48, 80.000000, 670.000000, 67.630507, 662.334945, 44.782497, 0.078695, 413, 69, 411.0, 15.0, 95.0, 521.0
49, 80.000000, 670.000000, 73.351659, 659.502549, 40.000000, 0.070454, 413, 66, 411.0, 18.0, 89.0, 518.0
50, 70.000000, 670.000000, 72.272406, 659.138750, 39.075981, 0.195961, 414, 67, 435.0, 18.0, 97.0, 550.0
51, 70.000000, 660.000000, 67.407407, 660.943377, 40.000000, 0.177603, 413, 68, 421.0, 18.0, 95.0, 534.0
52, 80.000000, 670.000000, 68.425926, 662.143258, 40.000000, 0.064115, 413, 66, 407.0, 20.0, 93.0, 520.0
53, 80.000000, 660.000000, 69.513889, 661.886044, 40.000000, 0.058765, 414, 68, 414.0, 17.0, 94.0, 525.0
54, 80.000000, 660.000000, 76.333340, 661.347118, 32.742253, 0.061720, 413, 69, 409.0, 15.0, 86.0, 510.0
55, 70.000000, 660.000000, 70.960193, 661.228298, 40.315006, 0.090751, 413, 67, 416.0, 15.0, 88.0, 519.0
56, 80.000000, 670.000000, 68.810764, 664.578954, 40.000000, 0.095047, 413, 67, 418.0, 16.0, 75.0, 509.0
57, 70.000000, 670.000000, 68.540428, 660.379987, 35.568910, 0.285833, 414, 67, 411.0, 19.0, 104.0, 534.0
58, 80.000000, 670.000000, 70.734093, 660.607115, 45.829718, 0.123439, 413, 68, 408.0, 17.0, 104.0, 529.0
59, 80.000000, 660.000000, 68.576389, 661.886044, 40.000000, 0.060556, 413, 65, 418.0, 15.0, 90.0, 523.0
60, 80.000000, 660.000000, 74.869927, 659.449767, 36.463528, 0.066222, 414, 68, 409.0, 18.0, 81.0, 508.0
61, 80.000000, 660.000000, 71.330295, 663.014985, 33.195862, 0.056402, 413, 66, 394.0, 15.0, 88.0, 497.0
62, 70.000000, 670.000000, 66.032444, 664.367522, 40.000000, 0.075517, 413, 66, 405.0, 16.0, 78.0, 499.0
63, 80.000000, 660.000000, 79.523681, 658.322763, 27.903754, 0.080955, 413, 68, 360.0, 16.0, 74.0, 450.0
64, 80.000000, 660.000000, 71.943158, 661.099897, 46.804138, 0.148882, 413, 69, 388.0, 17.0, 88.0, 493.0
65, 70.000000, 660.000000, 67.951389, 663.509841, 40.000000, 0.094150, 414, 67, 446.0, 21.0, 105.0, 572.0
66, 70.000000, 660.000000, 67.443416, 660.460427, 46.804138, 0.080507, 414, 65, 490.0, 22.0, 92.0, 604.0
67, 80.000000, 660.000000, 73.063633, 659.169545, 35.373489, 0.029766, 413, 68, 443.0, 15.0, 83.0, 541.0
68, 70.000000, 660.000000, 67.942708, 660.213990, 44.082483, 0.076944, 414, 65, 416.0, 27.0, 82.0, 525.0
69, 70.000000, 680.000000, 67.951389, 664.565536, 40.000000, 0.097803, 413, 65, 419.0, 35.0, 86.0, 540.0
70, 70.000000, 660.000000, 67.951389, 663.509841, 40.000000, 0.139684, 414, 66, 425.0, 16.0, 75.0, 516.0
71, 80.000000, 660.000000, 73.498264, 658.097183, 40.000000, 0.071942, 414, 66, 420.0, 17.0, 101.0, 538.0
72, 80.000000, 670.000000, 68.327365, 666.388812, 40.000000, 0.100263, 413, 68, 454.0, 17.0, 89.0, 560.0
73, 70.000000, 660.000000, 71.412751, 657.208282, 41.394428, 0.064809, 414, 68, 445.0, 20.0, 88.0, 553.0
74, 80.000000, 670.000000, 69.982639, 661.601992, 40.000000, 0.074858, 414, 67, 404.0, 16.0, 83.0, 503.0
75, 80.000000, 660.000000, 73.448315, 658.395808, 38.592971, 0.046880, 414, 67, 383.0, 15.0, 84.0, 482.0
76, 80.000000, 670.000000, 66.550926, 663.225790, 40.000000, 0.105498, 413, 68, 421.0, 15.0, 93.0, 529.0
77, 70.000000, 680.000000, 65.339506, 665.630703, 46.804138, 0.140016, 413, 67, 403.0, 15.0, 80.0, 498.0
78, 80.000000, 660.000000, 77.032774, 657.240546, 36.673532, 0.044316, 414, 66, 410.0, 20.0, 85.0, 515.0
79, 80.000000, 670.000000, 72.020155, 664.039873, 37.114541, 0.194862, 413, 67, 423.0, 17.0, 103.0, 543.0
80, 70.000000, 660.000000, 67.951389, 663.509841, 40.000000, 0.041084, 414, 68, 452.0, 17.0, 98.0, 567.0
81, 70.000000, 670.000000, 70.232084, 662.616415, 46.804138, 0.055404, 414, 68, 426.0, 18.0, 92.0, 536.0
82, 70.000000, 670.000000, 66.515842, 666.287325, 40.000000, 0.139288, 413, 67, 447.0, 19.0, 97.0, 563.0
83, 70.000000, 670.000000, 68.888889, 662.143258, 40.000000, 0.061287, 413, 66, 463.0, 17.0, 96.0, 576.0
84, 70.000000, 660.000000, 71.543555, 660.384656, 40.358757, 0.129037, 414, 66, 414.0, 16.0, 90.0, 520.0
85, 80.000000, 670.000000, 71.368503, 660.464971, 40.084002, 0.132559, 413, 68, 416.0, 16.0, 95.0, 527.0
86, 80.000000, 660.000000, 73.860705, 659.389313, 36.476978, 0.044124, 413, 70, 439.0, 17.0, 92.0, 548.0
