#idx, x0, x1, x2, y, f_neval, total_time (us)
619, 75.305976, 661.314797, 33.786494, 0.031540, 6409, 4658.0
620, 72.730567, 659.332667, 38.652987, 0.026168, 6401, 4611.0
621, 70.577695, 660.335042, 44.937123, 0.073318, 6422, 4710.0
622, 75.456866, 659.696223, 38.259272, 0.077419, 6368, 4549.0
623, 73.632114, 661.420889, 34.617960, 0.073049, 6391, 4597.0
624, 69.023206, 661.735842, 41.055626, 0.057243, 6426, 4671.0
625, 73.158150, 659.568740, 35.171532, 0.037829, 6372, 4560.0
626, 69.665225, 661.764872, 40.522517, 0.168553, 6409, 4584.0
627, 71.285975, 665.091431, 36.209950, 0.088074, 6429, 4667.0
628, 71.171283, 661.474173, 39.254252, 0.063293, 6424, 4586.0
629, 70.360743, 663.220329, 37.844887, 0.062575, 6428, 4578.0
630, 72.599942, 661.600751, 34.848339, 0.041719, 6435, 4670.0
631, 73.781432, 660.366746, 34.261090, 0.035523, 6386, 4573.0
632, 72.373712, 660.947113, 37.775204, 0.040957, 6411, 4554.0
633, 70.514392, 661.169675, 38.433769, 0.069269, 6431, 4679.0
634, 76.210455, 660.439935, 31.992912, 0.044112, 6389, 4565.0
635, 71.387693, 660.053611, 41.751038, 0.127202, 6375, 4539.0
636, 72.039878, 662.748865, 38.107754, 0.022107, 6394, 4625.0
637, 67.642225, 660.633618, 43.838783, 0.143825, 6430, 4598.0
638, 75.035508, 661.475808, 31.409491, 0.050124, 6394, 7072.0
639, 68.771257, 660.196471, 44.887491, 0.145230, 6427, 4608.0
640, 76.020050, 660.304533, 30.306069, 0.060647, 6352, 4508.0
641, 73.004271, 660.671685, 34.863137, 0.039651, 6405, 4570.0
642, 70.674523, 659.575571, 41.631936, 0.109651, 6436, 4668.0
643, 72.122153, 661.083782, 35.765018, 0.044053, 6408, 4573.0
644, 75.333190, 659.425582, 34.149812, 0.035980, 6385, 4524.0
645, 70.833437, 663.045417, 33.735423, 0.061121, 6426, 4623.0
646, 73.066006, 659.787157, 38.719888, 0.032186, 6403, 4565.0
647, 68.925503, 662.682316, 38.971047, 0.051389, 6427, 4586.0
648, 71.142744, 660.515998, 42.147336, 0.069938, 6407, 4613.0
649, 71.454445, 661.880218, 37.811039, 0.085260, 6410, 4567.0
650, 68.983714, 660.856420, 42.274485, 0.114597, 6399, 4561.0
651, 69.238986, 663.571886, 35.935921, 0.023280, 6429, 4942.0
652, 71.223772, 663.984725, 35.302549, 0.066149, 6429, 5072.0
653, 70.132706, 661.337682, 40.404793, 0.041935, 6435, 4610.0
654, 69.682166, 661.057187, 39.854449, 0.096294, 6419, 4651.0
655, 70.616142, 661.038381, 35.940128, 0.041278, 6422, 4580.0
656, 66.548561, 663.286404, 41.817533, 0.047897, 6435, 4577.0
657, 69.850136, 662.087832, 39.420017, 0.088195, 6432, 4647.0
658, 68.140008, 662.820914, 44.517679, 0.102299, 6430, 4690.0
659, 70.773217, 661.364681, 42.197899, 0.065150, 6433, 4661.0
660, 69.284600, 661.074692, 43.877870, 0.078266, 6402, 4662.0
661, 70.565334, 663.455205, 42.919145, 0.053120, 6426, 4603.0
662, 70.164295, 661.728642, 38.850054, 0.057240, 6407, 4682.0
663, 67.303300, 663.064360, 41.247299, 0.166246, 6428, 4730.0
664, 75.648647, 658.458148, 36.019724, 0.044002, 6364, 4516.0
665, 72.190552, 662.287157, 33.852498, 0.046649, 6430, 4677.0
666, 69.942327, 660.922498, 42.191369, 0.053467, 6429, 4706.0
667, 67.346821, 662.587356, 44.583013, 0.148539, 6430, 4573.0
668, 68.247905, 663.387538, 42.510648, 0.123915, 6433, 4639.0
669, 74.158367, 660.681488, 39.515915, 0.051259, 6401, 4679.0
670, 67.881394, 661.335749, 45.220177, 0.098136, 6433, 4843.0
671, 71.060811, 662.389647, 38.760167, 0.061480, 6411, 4693.0
672, 75.373589, 659.072004, 36.179012, 0.046580, 6388, 4698.0
673, 67.845032, 658.741696, 46.383022, 0.140207, 6425, 4727.0
674, 73.691007, 658.449788, 36.514241, 0.025813, 6389, 4564.0
675, 74.440054, 659.522598, 36.799286, 0.048070, 6386, 4626.0
676, 66.617375, 665.402340, 39.577318, 0.185077, 6426, 4617.0
677, 69.181238, 662.648667, 41.642851, 0.055013, 6429, 4697.0
678, 75.127285, 660.362060, 37.689332, 0.037881, 6403, 4638.0
679, 67.572924, 663.294917, 40.795915, 0.103214, 6427, 4634.0
680, 69.274144, 661.854586, 42.916467, 0.091044, 6429, 4600.0
681, 70.844872, 659.863561, 41.232164, 0.101093, 6403, 4662.0
682, 69.765298, 661.135965, 39.648860, 0.071462, 6426, 4599.0
683, 72.730541, 662.202358, 36.783658, 0.055459, 6400, 4586.0
684, 68.718977, 662.600784, 41.120899, 0.032490, 6433, 4677.0
685, 68.860313, 663.344612, 40.733802, 0.106629, 6433, 4611.0
686, 68.522609, 658.922942, 44.536074, 0.162974, 6406, 4588.0
687, 69.353037, 659.977369, 42.242717, 0.079584, 6397, 4659.0
688, 70.879306, 661.876223, 44.183841, 0.042660, 6412, 4606.0
689, 69.600111, 659.474066, 43.633796, 0.144003, 6427, 4623.0
690, 73.021743, 659.899564, 36.267101, 0.043064, 6376, 4712.0
691, 71.955683, 659.808335, 41.800640, 0.092148, 6371, 4570.0
692, 73.126273, 661.619017, 36.749621, 0.057498, 6406, 4719.0
693, 73.287013, 661.042295, 36.358954, 0.050912, 6404, 4626.0
694, 69.297607, 661.319653, 42.077893, 0.074197, 6426, 4601.0
695, 74.183185, 659.452318, 41.317019, 0.137059, 6368, 4569.0
696, 69.847696, 663.037674, 39.722336, 0.045867, 6428, 4673.0
697, 71.651431, 660.192149, 41.888949, 0.035026, 6412, 4566.0
698, 66.804703, 661.108275, 43.174162, 0.139211, 6425, 4611.0
699, 67.967010, 663.400645, 39.702755, 0.096702, 6425, 4562.0
700, 71.940950, 660.530178, 38.250925, 0.043841, 6407, 4581.0
701, 73.737930, 660.348504, 38.549490, 0.072432, 6381, 4589.0
702, 71.115913, 663.067241, 35.784286, 0.048197, 6432, 4575.0
703, 68.802236, 659.077552, 44.451288, 0.147350, 6425, 6203.0
704, 68.447518, 661.552457, 42.366935, 0.102947, 6430, 4587.0
705, 69.098836, 663.009185, 39.120200, 0.120000, 6433, 4583.0
706, 73.015466, 661.813579, 32.996912, 0.036012, 6424, 5335.0
707, 73.492528, 661.399433, 34.371959, 0.033952, 6409, 4681.0
708, 66.876987, 660.892398, 44.547914, 0.218261, 6432, 4715.0
709, 75.563169, 659.660984, 39.980819, 0.071350, 6363, 5057.0
710, 70.574792, 660.696319, 43.734412, 0.084122, 6406, 4813.0
711, 70.487718, 662.361296, 38.065092, 0.057475, 6433, 4689.0
712, 69.476821, 663.506660, 37.546171, 0.039313, 6432, 4596.0
713, 68.977191, 660.393261, 42.837321, 0.112849, 6426, 4615.0
714, 73.465105, 661.213411, 38.349555, 0.034066, 6415, 4795.0
715, 69.652870, 661.528238, 45.235582, 0.116165, 6425, 4620.0
716, 72.774549, 660.004893, 35.780595, 0.026751, 6404, 4688.0
717, 71.527030, 659.326204, 43.587990, 0.155229, 6362, 4662.0
718, 71.219396, 660.891478, 38.861695, 0.097968, 6381, 4706.0
719, 67.497679, 657.781368, 47.914736, 0.237802, 6431, 4621.0
720, 70.539337, 661.719549, 41.085697, 0.078307, 6408, 4909.0
721, 71.113156, 659.765428, 44.803926, 0.183024, 6380, 4568.0
722, 70.015443, 661.486452, 38.819421, 0.098721, 6424, 4573.0
723, 68.493049, 658.886663, 48.904000, 0.165995, 6423, 4679.0
724, 75.818475, 659.417423, 34.882063, 0.046107, 6375, 4574.0
725, 67.080756, 664.206699, 40.857825, 0.133715, 6426, 4589.0
726, 72.905467, 658.643244, 43.030017, 0.057829, 6365, 4618.0
727, 71.124173, 660.557316, 39.055720, 0.029205, 6408, 4846.0
728, 72.682059, 661.285191, 35.165012, 0.052031, 6431, 4601.0
729, 73.906902, 660.261944, 31.547050, 0.048634, 6386, 4616.0
730, 70.061158, 661.728936, 41.721886, 0.111408, 6404, 4618.0
731, 66.837793, 663.773017, 40.673313, 0.169970, 6429, 4597.0
732, 74.497073, 660.900733, 35.200536, 0.060153, 6369, 4635.0
733, 71.634605, 661.067074, 40.091668, 0.063719, 6413, 4592.0
734, 70.167459, 661.206729, 43.985798, 0.077612, 6408, 4604.0
735, 70.360412, 662.609141, 34.862784, 0.071596, 6429, 4563.0
736, 68.767844, 660.958970, 41.680924, 0.056404, 6430, 4576.0
737, 69.815269, 662.851153, 39.809707, 0.101608, 6432, 4585.0
738, 69.753483, 661.527679, 39.626924, 0.061860, 6432, 4612.0
739, 74.037583, 661.611919, 40.954285, 0.044623, 6403, 4658.0
740, 70.641495, 662.156027, 38.341853, 0.050815, 6435, 4577.0
741, 72.260685, 659.842607, 41.234044, 0.068936, 6369, 4543.0
742, 68.460634, 663.189533, 42.350441, 0.063450, 6433, 4661.0
743, 74.351330, 659.485534, 38.127516, 0.071467, 6381, 4598.0
744, 71.542295, 661.095492, 38.169259, 0.039894, 6431, 4586.0
745, 69.539335, 662.417126, 40.257158, 0.075255, 6426, 4678.0
746, 69.614116, 660.546210, 39.882461, 0.042690, 6435, 4581.0
747, 69.981133, 661.938649, 43.920004, 0.119551, 6412, 4520.0
748, 68.603772, 660.003128, 45.847966, 0.179851, 6425, 4630.0
749, 69.714774, 662.269881, 35.984330, 0.067162, 6428, 4607.0
750, 71.323517, 661.538191, 42.411079, 0.063016, 6395, 4597.0
751, 73.895860, 660.077791, 34.346003, 0.049570, 6379, 4609.0
752, 68.529516, 662.351964, 43.311726, 0.103479, 6431, 4631.0
753, 67.539876, 662.654760, 40.579610, 0.131306, 6430, 4548.0
754, 66.321882, 660.775290, 45.083352, 0.135667, 6426, 4687.0
755, 69.133408, 660.715893, 41.298218, 0.144066, 6385, 4583.0
756, 69.522408, 660.456937, 44.601964, 0.027204, 6428, 4621.0
757, 71.226996, 661.483177, 41.159369, 0.045327, 6407, 4763.0
758, 67.396946, 662.044658, 42.442349, 0.145415, 6426, 4567.0
759, 67.198412, 661.202676, 42.467790, 0.102771, 6427, 4587.0
760, 67.775060, 663.947741, 40.949088, 0.123752, 6426, 4816.0
761, 76.227408, 658.918187, 35.743075, 0.047291, 6329, 4506.0
762, 72.796783, 662.623470, 35.961074, 0.089530, 6429, 4561.0
763, 66.451047, 660.083487, 48.453211, 0.128337, 6426, 4630.0
764, 67.415722, 661.132155, 43.835594, 0.165392, 6431, 4575.0
765, 72.861935, 660.270776, 37.603412, 0.059006, 6403, 4560.0
766, 67.614307, 662.933057, 42.217625, 0.170677, 6429, 4625.0
767, 69.551945, 662.700629, 41.019479, 0.112981, 6425, 4571.0
768, 71.523417, 661.080517, 39.199148, 0.056210, 6403, 4556.0
769, 75.666898, 660.179507, 36.804973, 0.071678, 6383, 4622.0
770, 71.872980, 661.401353, 37.652698, 0.052319, 6429, 4574.0
771, 73.014629, 661.172982, 35.144062, 0.041355, 6403, 4563.0
772, 70.749273, 660.852524, 42.231995, 0.066751, 6423, 4643.0
773, 71.086597, 664.144546, 36.945777, 0.117109, 6426, 4558.0
774, 72.641677, 660.714929, 41.190930, 0.043756, 6396, 4561.0
775, 68.152610, 661.086078, 41.898837, 0.070797, 6431, 4585.0
776, 70.282286, 660.806067, 43.186977, 0.085549, 6430, 4598.0
777, 70.721836, 660.183751, 41.432082, 0.085286, 6410, 4562.0
778, 69.324701, 661.972131, 39.994443, 0.023437, 6435, 4579.0
779, 71.497561, 660.521083, 41.068756, 0.064444, 6398, 4612.0
780, 71.258619, 661.973840, 39.829989, 0.040121, 6403, 4557.0
781, 76.288950, 659.437404, 32.315735, 0.068665, 6333, 4517.0
782, 73.091032, 661.026210, 36.101839, 0.037907, 6410, 4615.0
783, 71.384847, 661.412670, 40.925403, 0.094401, 6400, 4552.0
784, 69.843846, 662.295789, 40.098794, 0.092200, 6434, 4593.0
785, 70.937602, 662.293497, 37.669308, 0.068644, 6419, 4636.0
786, 69.458662, 660.267476, 41.008438, 0.065853, 6423, 4576.0
787, 69.760260, 661.686441, 42.700473, 0.040607, 6432, 4592.0
788, 67.361259, 662.222527, 42.758905, 0.135121, 6429, 4621.0
789, 69.320669, 660.705971, 43.426118, 0.060872, 6426, 4579.0
790, 71.737285, 662.062538, 34.136233, 0.030047, 6438, 4577.0
791, 65.341046, 662.746029, 44.152782, 0.057808, 6437, 4631.0
792, 71.513419, 663.005428, 37.715395, 0.057442, 6427, 4559.0
793, 73.147336, 660.903148, 35.647205, 0.025162, 6393, 4550.0
794, 67.846745, 659.954890, 44.905099, 0.095530, 6429, 4636.0
795, 69.907182, 659.251631, 46.199709, 0.064183, 6432, 4588.0
796, 71.710200, 661.546594, 39.668081, 0.078798, 6398, 4569.0
797, 65.316136, 663.567330, 40.029707, 0.193992, 6431, 4616.0
798, 72.038595, 660.395134, 42.141478, 0.036974, 6403, 4559.0
799, 70.380077, 660.031801, 42.906786, 0.118712, 6404, 4562.0
800, 73.319259, 659.676594, 41.816295, 0.069042, 6387, 4615.0
801, 68.998429, 663.774921, 39.941360, 0.044213, 6424, 4553.0
802, 71.983660, 659.843451, 38.910459, 0.057233, 6371, 4551.0
803, 67.393836, 657.813972, 49.192536, 0.158049, 6426, 4641.0
804, 68.677386, 662.517049, 42.386671, 0.122392, 6430, 4556.0
805, 70.555730, 659.802241, 44.657287, 0.087237, 6406, 4564.0
806, 73.579920, 659.478667, 35.836739, 0.044136, 6395, 4540.0
807, 69.053133, 659.796387, 46.321819, 0.090694, 6427, 4638.0
808, 71.603048, 661.723086, 38.120563, 0.033425, 6401, 4560.0
809, 70.048951, 661.112916, 41.948419, 0.114084, 6432, 4587.0
810, 65.627086, 658.979471, 45.739284, 0.260755, 6430, 4577.0
811, 69.465740, 661.876941, 41.432737, 0.042273, 6429, 4595.0
812, 71.446910, 662.859136, 34.555177, 0.048633, 6434, 4568.0
813, 68.562892, 662.967384, 41.673947, 0.088733, 6427, 4633.0
814, 66.895010, 660.446966, 44.306025, 0.117194, 6431, 4584.0
815, 72.154713, 659.269494, 42.252051, 0.059232, 6379, 4540.0
816, 66.393055, 660.941236, 45.197761, 0.123628, 6428, 4820.0
817, 70.228177, 662.453266, 40.648876, 0.055578, 6436, 4585.0
818, 70.178769, 661.238501, 41.106498, 0.030225, 6396, 4564.0
819, 71.372491, 660.509931, 36.304281, 0.065827, 6383, 4772.0
820, 66.132976, 662.908047, 42.824853, 0.119427, 6437, 4573.0
821, 67.892113, 661.711572, 43.766806, 0.110071, 6430, 4575.0
822, 71.715425, 662.351421, 39.813913, 0.048614, 6397, 4623.0
823, 71.134201, 661.029289, 38.272817, 0.058541, 6431, 4583.0
824, 68.014322, 663.530901, 39.953813, 0.065023, 6422, 4558.0
825, 70.111659, 661.277735, 36.291296, 0.047743, 6432, 4627.0
826, 75.831211, 659.220533, 35.453635, 0.045177, 6376, 4534.0
827, 70.540568, 662.431019, 38.095061, 0.053930, 6432, 4563.0
828, 64.567861, 660.735601, 44.444054, 0.148338, 6429, 4643.0
829, 67.409446, 661.317567, 43.091603, 0.074578, 6428, 4591.0
830, 70.611936, 661.985316, 38.762972, 0.039831, 6411, 4576.0
831, 69.469044, 663.223068, 40.049564, 0.055182, 6431, 4632.0
832, 70.761640, 660.117408, 38.675358, 0.047791, 6382, 4524.0
833, 65.741316, 657.973178, 49.049932, 0.410524, 6429, 4624.0
834, 67.571257, 659.522495, 47.226228, 0.224320, 6415, 4680.0
835, 68.504968, 663.520253, 37.356633, 0.117765, 6432, 4565.0
836, 71.708421, 659.200003, 43.315909, 0.098481, 6373, 4747.0
837, 68.356492, 660.762489, 44.378704, 0.123824, 6425, 4648.0
838, 66.579112, 658.926130, 45.003006, 0.157418, 6430, 4579.0
839, 69.423490, 662.159620, 40.352309, 0.082498, 6427, 4593.0
840, 69.359779, 659.930334, 40.914137, 0.061303, 6422, 4672.0
841, 69.236116, 661.873415, 40.913116, 0.096636, 6434, 4611.0
842, 69.151096, 661.113111, 43.029034, 0.066051, 6430, 4603.0
843, 67.358539, 664.040337, 40.311912, 0.102335, 6433, 4625.0
844, 70.197004, 662.772171, 36.122078, 0.040453, 6418, 4591.0
845, 73.892158, 658.958064, 34.810325, 0.042730, 6387, 4543.0
846, 65.021976, 662.618306, 42.971970, 0.147347, 6430, 4558.0
847, 74.707402, 660.030200, 35.278669, 0.014023, 6397, 4553.0
848, 66.467877, 658.575715, 48.248334, 0.203718, 6428, 4573.0
849, 68.888161, 662.745983, 38.383429, 0.062544, 6429, 4556.0
850, 68.942891, 659.371379, 45.555286, 0.036097, 6433, 4653.0
851, 67.943643, 659.209379, 46.848308, 0.128276, 6437, 4598.0
852, 69.464003, 661.341737, 37.667299, 0.055502, 6428, 4584.0
853, 70.254212, 663.586885, 37.998685, 0.042789, 6430, 4635.0
854, 64.607425, 655.439263, 49.150971, 0.522603, 6362, 4529.0
855, 72.069347, 661.733586, 35.936668, 0.053256, 6415, 4564.0
856, 66.548338, 660.083584, 44.856588, 0.104691, 6427, 4656.0
857, 67.653835, 658.109587, 48.779860, 0.129659, 6430, 4583.0
858, 68.278403, 662.145188, 42.788857, 0.111081, 6434, 4583.0
859, 73.961636, 660.708301, 35.718851, 0.065335, 6401, 4617.0
860, 69.413153, 661.253408, 41.121867, 0.062397, 6420, 4528.0
861, 71.089776, 662.299852, 37.455143, 0.060203, 6427, 4512.0
862, 70.145451, 662.216804, 40.381827, 0.079979, 6432, 4605.0
863, 67.646025, 662.495733, 41.471466, 0.058001, 6430, 4560.0
864, 68.212602, 663.460469, 40.658832, 0.105667, 6425, 4548.0
865, 67.668285, 661.903569, 42.519637, 0.182905, 6435, 4665.0
866, 71.648018, 659.871144, 43.799709, 0.047375, 6398, 4575.0
867, 72.068741, 660.366377, 36.965098, 0.034096, 6400, 4569.0
868, 71.351295, 661.646512, 42.137867, 0.074079, 6430, 4686.0
869, 73.460193, 661.739644, 34.814463, 0.046569, 6409, 4510.0
870, 71.092076, 661.976193, 38.394665, 0.070802, 6407, 4538.0
871, 69.028920, 661.593214, 42.283264, 0.046283, 6426, 4697.0
872, 70.392111, 661.988644, 40.483680, 0.043916, 6433, 4569.0
873, 71.421965, 661.004509, 39.723071, 0.083386, 6412, 4563.0
874, 70.195322, 661.671041, 37.677369, 0.046538, 6409, 4664.0
875, 68.517848, 659.412123, 46.030725, 0.133898, 6437, 4609.0
876, 72.503919, 659.202132, 41.581551, 0.047837, 6366, 4537.0
877, 71.154227, 661.915551, 36.555079, 0.050154, 6428, 4639.0
878, 68.039487, 663.047842, 41.632342, 0.188299, 6425, 4577.0
879, 67.300634, 664.601039, 37.561670, 0.117014, 6427, 4564.0
880, 68.662533, 662.434112, 39.314694, 0.044467, 6428, 4534.0
881, 68.559465, 662.878768, 40.499990, 0.099846, 6424, 4531.0
882, 68.184944, 662.974448, 40.203781, 0.080541, 6422, 4527.0
883, 72.279842, 659.901252, 41.778134, 0.074237, 6377, 4514.0
884, 69.019550, 661.386802, 41.239565, 0.141606, 6411, 4598.0
885, 71.548750, 660.470387, 40.973724, 0.033894, 6406, 4582.0
886, 68.852431, 661.894530, 42.103300, 0.077267, 6434, 4595.0
887, 68.149768, 660.369190, 46.275949, 0.154270, 6437, 4675.0
888, 71.580907, 661.166557, 41.013594, 0.081643, 6405, 4565.0
889, 67.665539, 663.382308, 42.587739, 0.100193, 6430, 4580.0
890, 69.912183, 662.111891, 38.542321, 0.038678, 6436, 4648.0
891, 72.285841, 660.662733, 40.879967, 0.086015, 6401, 4561.0
892, 67.718647, 660.408948, 46.455838, 0.134858, 6432, 4589.0
893, 72.453109, 659.605058, 40.103317, 0.027917, 6408, 4635.0
894, 66.552055, 661.930413, 44.184333, 0.198400, 6424, 4566.0
895, 72.809500, 660.816541, 35.124111, 0.039188, 6392, 4572.0
896, 66.833312, 661.988656, 40.546100, 0.202322, 6430, 4646.0
897, 72.294768, 662.126570, 33.544498, 0.055348, 6431, 4577.0
898, 71.692131, 660.196319, 36.513130, 0.034300, 6409, 4559.0
899, 75.874499, 660.096708, 32.045740, 0.070820, 6412, 4629.0
900, 73.158712, 659.015650, 35.471928, 0.065606, 6380, 4547.0
901, 70.930449, 660.249323, 41.566474, 0.060679, 6399, 4568.0
902, 69.133122, 659.651187, 42.324908, 0.171456, 6411, 4642.0
903, 71.289120, 659.656661, 43.555215, 0.053383, 6407, 4571.0
904, 69.328052, 661.429828, 38.030469, 0.041775, 6432, 4570.0
905, 69.096194, 659.856154, 43.082099, 0.066947, 6423, 4646.0
906, 68.398137, 659.229961, 47.616179, 0.179784, 6429, 4678.0
907, 68.991040, 661.864083, 39.721419, 0.107134, 6406, 4571.0
908, 71.364713, 660.546834, 36.224418, 0.039879, 6410, 4641.0
909, 69.630287, 660.448113, 43.538800, 0.042319, 6427, 4656.0
910, 66.680280, 658.861440, 46.627942, 0.187484, 6424, 4604.0
911, 67.523985, 660.466251, 47.166165, 0.122948, 6433, 4868.0
912, 71.965587, 660.278949, 44.256258, 0.129125, 6376, 4540.0
913, 67.168149, 664.453663, 39.618801, 0.117448, 6431, 4577.0
914, 70.779073, 662.319229, 36.152644, 0.025148, 6427, 4632.0
915, 66.887728, 661.361982, 42.745156, 0.224806, 6432, 4584.0
916, 65.336646, 660.824088, 45.008797, 0.174313, 6434, 4657.0
917, 74.619627, 660.253125, 35.266935, 0.036381, 6400, 4593.0
918, 67.536389, 663.889735, 38.190192, 0.119046, 6427, 4509.0
919, 67.861910, 659.898669, 43.697375, 0.135861, 6427, 4637.0
920, 67.879315, 661.259430, 45.981311, 0.099503, 6433, 4615.0
921, 68.266476, 662.357140, 38.724497, 0.069472, 6430, 4565.0
922, 72.628791, 660.596854, 34.075152, 0.035047, 6423, 4680.0
923, 70.668395, 661.160775, 41.504370, 0.140329, 6402, 4642.0
924, 69.116648, 663.241192, 43.540685, 0.048489, 6427, 4578.0
925, 70.385629, 662.336273, 38.263446, 0.064592, 6422, 4805.0
926, 69.886643, 660.970113, 40.397191, 0.065644, 6429, 4698.0
927, 70.251499, 663.428043, 38.455088, 0.048743, 6435, 4647.0
928, 69.907758, 662.103162, 40.685731, 0.086736, 6404, 4801.0
929, 69.538047, 661.664059, 40.304476, 0.094818, 6404, 4773.0
930, 72.019342, 659.382743, 39.187915, 0.042170, 6402, 4567.0
931, 68.311013, 661.874005, 43.949803, 0.082066, 6425, 4826.0
932, 73.603700, 659.996443, 37.211343, 0.024354, 6414, 4947.0
933, 68.835501, 661.203634, 43.577106, 0.049029, 6423, 4583.0
934, 73.567485, 660.359042, 35.801886, 0.017374, 6397, 4778.0
935, 73.523253, 658.970260, 43.977343, 0.061017, 6356, 4713.0
936, 72.732221, 661.928314, 33.875920, 0.053903, 6429, 4592.0
937, 76.487598, 659.692208, 29.453841, 0.109406, 6366, 4568.0
938, 75.031124, 659.475120, 38.927303, 0.071233, 6359, 4633.0
939, 70.549394, 662.596200, 38.543419, 0.022575, 6432, 4599.0
940, 73.599633, 660.802797, 35.200103, 0.024212, 6401, 4575.0
941, 72.391262, 659.931511, 39.686653, 0.079957, 6378, 4894.0
942, 70.559345, 661.410161, 41.606887, 0.109976, 6435, 4820.0
943, 70.045770, 662.777016, 33.070065, 0.035266, 6427, 4591.0
944, 70.443661, 661.134755, 38.795852, 0.071979, 6431, 4903.0
945, 71.869630, 661.065186, 38.185310, 0.033663, 6425, 4595.0
946, 68.913604, 662.047297, 40.439138, 0.094764, 6426, 4606.0
947, 70.491437, 663.729557, 35.947634, 0.108156, 6424, 4654.0
948, 73.332308, 659.503364, 37.399773, 0.060503, 6379, 4569.0
949, 67.593294, 663.061363, 39.968695, 0.103702, 6437, 4552.0
950, 69.417236, 661.271064, 42.794015, 0.119844, 6402, 4636.0
951, 69.952042, 662.237680, 40.106861, 0.040344, 6428, 4634.0
952, 71.105771, 662.300950, 39.338141, 0.044473, 6410, 4572.0
953, 69.653291, 659.061027, 41.978271, 0.083686, 6429, 4669.0
954, 69.430963, 662.492991, 42.468790, 0.096943, 6426, 4655.0
955, 69.733872, 662.967891, 37.444890, 0.065844, 6430, 4569.0
956, 69.902236, 662.275866, 41.553928, 0.091006, 6407, 4650.0
957, 71.261228, 657.907267, 46.444605, 0.063916, 6377, 4721.0
958, 74.055141, 659.600302, 35.742695, 0.031114, 6388, 4532.0
959, 69.300742, 662.690532, 41.632767, 0.073403, 6433, 4624.0
960, 67.940820, 661.607045, 42.563993, 0.091994, 6436, 4658.0
961, 67.206267, 660.827528, 43.970680, 0.106008, 6429, 4579.0
962, 74.263810, 658.362979, 37.173614, 0.076726, 6373, 4621.0
963, 69.951040, 660.754376, 45.262767, 0.050307, 6426, 4684.0
964, 70.697362, 661.739111, 39.758032, 0.081593, 6409, 4579.0
965, 73.172528, 659.164364, 38.181943, 0.037635, 6405, 4613.0
966, 70.994366, 662.982927, 39.434407, 0.048078, 6421, 4823.0
967, 67.653940, 659.572881, 46.255713, 0.215950, 6432, 4601.0
968, 70.201339, 662.072227, 39.187843, 0.078268, 6433, 4647.0
969, 74.548906, 659.523201, 36.198665, 0.024369, 6385, 4867.0
970, 73.807478, 658.527477, 36.514213, 0.057813, 6379, 4525.0
971, 71.410745, 660.589469, 43.052460, 0.073692, 6391, 4630.0
972, 71.085036, 660.672311, 37.376884, 0.033201, 6404, 4877.0
973, 70.833282, 662.933160, 36.065394, 0.052114, 6435, 4567.0
974, 71.100281, 661.147119, 40.200073, 0.096549, 6411, 4649.0
975, 68.471261, 660.316265, 43.760910, 0.154643, 6418, 4849.0
976, 69.860227, 660.233257, 42.698013, 0.060202, 6429, 4592.0
977, 71.604246, 661.258281, 43.783529, 0.103900, 6407, 4605.0
978, 69.922570, 661.042920, 42.207742, 0.047399, 6428, 4725.0
979, 71.377070, 660.318684, 41.206665, 0.075992, 6413, 4591.0
980, 67.332796, 661.010765, 44.519430, 0.130818, 6428, 4593.0
981, 70.619658, 661.082074, 40.773918, 0.097380, 6436, 4601.0
982, 68.178152, 662.978763, 43.573065, 0.120518, 6425, 4590.0
983, 69.510504, 661.985694, 40.688423, 0.054111, 6426, 4598.0
984, 67.879472, 658.572797, 47.196289, 0.125863, 6425, 4606.0
985, 68.034222, 660.138073, 44.013548, 0.084418, 6425, 4602.0
986, 69.532482, 661.955376, 39.564445, 0.053009, 6430, 4598.0
987, 68.494358, 660.191447, 46.308168, 0.164227, 6438, 4671.0
988, 69.001188, 661.570310, 40.466266, 0.066813, 6434, 4584.0
989, 69.313436, 663.660928, 38.945397, 0.077785, 6425, 4671.0
990, 67.830378, 659.986110, 44.577740, 0.128168, 6428, 4810.0
991, 69.650442, 660.870661, 46.263275, 0.085336, 6412, 4582.0
992, 73.019218, 660.530816, 38.349403, 0.057748, 6397, 4575.0
993, 70.850026, 662.920962, 38.355792, 0.093505, 6423, 4626.0
994, 71.232166, 661.103792, 40.462091, 0.116621, 6411, 4577.0
995, 70.383964, 660.648524, 38.779431, 0.048457, 6406, 4569.0
996, 74.566323, 661.885880, 32.747386, 0.065396, 6376, 4602.0
997, 72.920058, 661.309620, 38.441727, 0.070852, 6369, 4547.0
998, 67.487197, 663.574172, 40.126080, 0.097497, 6430, 4576.0
999, 67.730808, 661.475744, 43.645363, 0.049231, 6434, 4684.0
