#idx, p0x0, p0x1, x0, x1, x2, y, f1_neval, f2_neval, p0_grid_runtime (us), f1_time (us), f2_time (us), total_time (us)
0, 80.000000, 670.000000, 68.229167, 668.917468, 40.000000, 0.130808, 407, 33, 255.0, 6.0, 27.0, 288.0
1, 80.000000, 670.000000, 70.451389, 663.225790, 40.000000, 0.151537, 407, 31, 255.0, 6.0, 24.0, 285.0
2, 80.000000, 670.000000, 69.907407, 662.283123, 40.000000, 0.078128, 406, 32, 255.0, 5.0, 26.0, 286.0
3, 80.000000, 670.000000, 64.282407, 663.365654, 40.000000, 0.161992, 406, 32, 255.0, 6.0, 26.0, 287.0
4, 80.000000, 670.000000, 68.229167, 671.082532, 40.000000, 0.251597, 407, 31, 256.0, 6.0, 25.0, 287.0
5, 80.000000, 660.000000, 78.177083, 659.537408, 35.917517, 0.070971, 407, 33, 380.0, 7.0, 27.0, 414.0
6, 80.000000, 670.000000, 67.094907, 663.365654, 40.000000, 0.133390, 407, 31, 256.0, 6.0, 25.0, 287.0
7, 80.000000, 670.000000, 70.451389, 661.060726, 40.000000, 0.142462, 407, 32, 256.0, 6.0, 26.0, 288.0
8, 80.000000, 670.000000, 68.229167, 668.917468, 40.000000, 0.220315, 407, 31, 256.0, 6.0, 25.0, 287.0
9, 80.000000, 670.000000, 64.282407, 663.365654, 40.000000, 0.159704, 406, 31, 255.0, 6.0, 26.0, 287.0
10, 80.000000, 660.000000, 73.385417, 660.811899, 40.000000, 0.087148, 407, 31, 265.0, 7.0, 26.0, 298.0
11, 80.000000, 670.000000, 84.027778, 662.143258, 120.000000, 0.274675, 407, 31, 255.0, 6.0, 25.0, 286.0
12, 80.000000, 660.000000, 78.177083, 659.537408, 35.917517, 0.079699, 407, 32, 255.0, 6.0, 26.0, 287.0
13, 80.000000, 660.000000, 76.666667, 660.000000, 40.000000, 0.084479, 407, 32, 254.0, 6.0, 25.0, 285.0
14, 80.000000, 660.000000, 76.782407, 661.012599, 40.000000, 0.074940, 406, 32, 255.0, 6.0, 26.0, 287.0
15, 80.000000, 660.000000, 73.385417, 660.811899, 40.000000, 0.053217, 407, 32, 255.0, 6.0, 26.0, 287.0
16, 80.000000, 660.000000, 71.510417, 661.894431, 40.000000, 0.069317, 407, 31, 255.0, 6.0, 26.0, 287.0
17, 80.000000, 670.000000, 78.402778, 661.060726, 40.000000, 0.134045, 406, 31, 254.0, 5.0, 25.0, 284.0
18, 80.000000, 660.000000, 72.916667, 660.000000, 40.000000, 0.041277, 407, 32, 256.0, 6.0, 26.0, 288.0
19, 80.000000, 670.000000, 72.326389, 661.060726, 40.000000, 0.132969, 407, 32, 255.0, 6.0, 26.0, 287.0
20, 80.000000, 660.000000, 70.347222, 665.412659, 40.000000, 0.145503, 406, 31, 255.0, 6.0, 25.0, 286.0
21, 80.000000, 660.000000, 73.385417, 660.811899, 40.000000, 0.108912, 407, 31, 254.0, 6.0, 25.0, 285.0
22, 80.000000, 670.000000, 68.229167, 671.082532, 40.000000, 0.278060, 407, 31, 266.0, 6.0, 26.0, 298.0
23, 80.000000, 670.000000, 68.229167, 668.917468, 40.000000, 0.210671, 407, 32, 254.0, 6.0, 26.0, 286.0
24, 80.000000, 670.000000, 68.229167, 671.082532, 40.000000, 0.251443, 407, 31, 255.0, 6.0, 25.0, 286.0
25, 80.000000, 660.000000, 72.314815, 659.092299, 40.000000, 0.069814, 406, 31, 255.0, 5.0, 25.0, 285.0
26, 70.000000, 680.000000, 68.888889, 663.483004, 40.000000, 0.210220, 409, 32, 256.0, 7.0, 26.0, 289.0
27, 70.000000, 680.000000, 65.138889, 663.483004, 40.000000, 0.208889, 407, 31, 256.0, 6.0, 25.0, 287.0
28, 80.000000, 660.000000, 67.534722, 665.412659, 40.000000, 0.128692, 407, 30, 255.0, 6.0, 24.0, 285.0
29, 80.000000, 670.000000, 67.094907, 663.365654, 40.000000, 0.157787, 407, 31, 256.0, 6.0, 25.0, 287.0
30, 80.000000, 670.000000, 69.513889, 663.225790, 40.000000, 0.083565, 406, 32, 255.0, 5.0, 26.0, 286.0
31, 70.000000, 680.000000, 65.138889, 663.483004, 40.000000, 0.199572, 407, 31, 256.0, 6.0, 26.0, 288.0
32, 80.000000, 660.000000, 76.666667, 660.000000, 40.000000, 0.077044, 407, 31, 254.0, 6.0, 31.0, 291.0
33, 80.000000, 660.000000, 73.385417, 660.811899, 40.000000, 0.062529, 407, 31, 254.0, 6.0, 25.0, 285.0
34, 80.000000, 670.000000, 69.513889, 663.225790, 40.000000, 0.108531, 407, 31, 254.0, 6.0, 25.0, 285.0
35, 80.000000, 670.000000, 68.229167, 671.082532, 40.000000, 0.159220, 407, 31, 255.0, 6.0, 25.0, 286.0
36, 70.000000, 680.000000, 65.138889, 663.483004, 40.000000, 0.263445, 407, 31, 255.0, 6.0, 25.0, 286.0
37, 70.000000, 660.000000, 73.333333, 657.642977, 44.082483, 0.054592, 406, 31, 261.0, 7.0, 26.0, 294.0
38, 70.000000, 660.000000, 68.888889, 660.803512, 40.000000, 0.106884, 409, 32, 254.0, 7.0, 25.0, 286.0
39, 70.000000, 670.000000, 68.888889, 662.143258, 40.000000, 0.081366, 407, 32, 254.0, 6.0, 26.0, 286.0
40, 70.000000, 670.000000, 66.666667, 670.000000, 40.000000, 0.198964, 407, 31, 254.0, 5.0, 25.0, 284.0
41, 80.000000, 670.000000, 68.229167, 671.082532, 40.000000, 0.215841, 407, 32, 254.0, 6.0, 26.0, 286.0
42, 80.000000, 670.000000, 62.407407, 666.613250, 40.000000, 0.183900, 406, 32, 255.0, 5.0, 25.0, 285.0
43, 80.000000, 670.000000, 70.451389, 663.225790, 40.000000, 0.102458, 407, 32, 267.0, 6.0, 26.0, 299.0
44, 80.000000, 670.000000, 68.229167, 668.917468, 40.000000, 0.175512, 407, 31, 254.0, 6.0, 24.0, 284.0
45, 80.000000, 670.000000, 69.166667, 665.669873, 40.000000, 0.079069, 406, 31, 254.0, 5.0, 25.0, 284.0
46, 80.000000, 670.000000, 68.229167, 668.917468, 40.000000, 0.285910, 407, 31, 255.0, 6.0, 24.0, 285.0
47, 80.000000, 670.000000, 80.821759, 659.035527, 40.000000, 0.147481, 407, 32, 255.0, 6.0, 25.0, 286.0
48, 80.000000, 670.000000, 69.166667, 674.330127, 40.000000, 0.374893, 407, 30, 254.0, 6.0, 25.0, 285.0
49, 80.000000, 670.000000, 79.884259, 656.870464, 40.000000, 0.088338, 407, 31, 255.0, 6.0, 25.0, 286.0
50, 70.000000, 670.000000, 66.666667, 670.000000, 40.000000, 0.300815, 406, 31, 261.0, 6.0, 25.0, 292.0
51, 70.000000, 660.000000, 68.888889, 660.803512, 40.000000, 0.155463, 409, 32, 256.0, 8.0, 26.0, 290.0
52, 80.000000, 670.000000, 69.166667, 665.669873, 40.000000, 0.084548, 409, 32, 301.0, 8.0, 25.0, 334.0
53, 80.000000, 660.000000, 69.166667, 664.330127, 40.000000, 0.069896, 407, 30, 255.0, 6.0, 24.0, 285.0
54, 80.000000, 660.000000, 77.708333, 656.560446, 35.917517, 0.081214, 406, 34, 264.0, 6.0, 28.0, 298.0
55, 70.000000, 660.000000, 69.583333, 662.548982, 40.000000, 0.101754, 407, 31, 255.0, 6.0, 25.0, 286.0
56, 80.000000, 670.000000, 68.576389, 667.555917, 40.000000, 0.122529, 407, 31, 256.0, 6.0, 25.0, 287.0
57, 70.000000, 670.000000, 66.666667, 670.000000, 40.000000, 0.402234, 406, 30, 256.0, 5.0, 24.0, 285.0
58, 80.000000, 670.000000, 67.094907, 663.365654, 40.000000, 0.185822, 407, 31, 257.0, 6.0, 25.0, 288.0
59, 80.000000, 660.000000, 76.134259, 663.108440, 40.000000, 0.120926, 407, 30, 255.0, 6.0, 25.0, 286.0
60, 80.000000, 660.000000, 70.069444, 658.917468, 40.000000, 0.103595, 406, 32, 257.0, 6.0, 26.0, 289.0
61, 80.000000, 660.000000, 71.041667, 658.917468, 40.000000, 0.098684, 407, 34, 255.0, 6.0, 27.0, 288.0
62, 70.000000, 670.000000, 66.666667, 670.000000, 40.000000, 0.168943, 407, 33, 254.0, 6.0, 26.0, 286.0
63, 80.000000, 660.000000, 78.177083, 659.537408, 35.917517, 0.099909, 407, 32, 255.0, 6.0, 28.0, 289.0
64, 80.000000, 660.000000, 74.895833, 656.560446, 44.082483, 0.160346, 407, 33, 256.0, 6.0, 27.0, 289.0
65, 70.000000, 660.000000, 66.666667, 668.660254, 40.000000, 0.215095, 406, 31, 260.0, 5.0, 25.0, 290.0
66, 70.000000, 660.000000, 66.666667, 668.660254, 40.000000, 0.241174, 406, 31, 255.0, 5.0, 25.0, 285.0
67, 80.000000, 660.000000, 72.916667, 660.000000, 40.000000, 0.035526, 407, 33, 255.0, 6.0, 26.0, 287.0
68, 70.000000, 660.000000, 65.833333, 661.973104, 44.082483, 0.105015, 408, 31, 255.0, 7.0, 26.0, 288.0
69, 70.000000, 680.000000, 65.138889, 663.483004, 40.000000, 0.122310, 407, 31, 255.0, 6.0, 25.0, 286.0
70, 70.000000, 660.000000, 66.666667, 668.660254, 40.000000, 0.253933, 409, 30, 256.0, 8.0, 25.0, 289.0
71, 80.000000, 660.000000, 72.916667, 660.000000, 40.000000, 0.064643, 406, 31, 256.0, 6.0, 24.0, 286.0
72, 80.000000, 670.000000, 66.354167, 675.412659, 40.000000, 0.336621, 407, 31, 256.0, 6.0, 25.0, 287.0
73, 70.000000, 660.000000, 66.666667, 668.660254, 40.000000, 0.178119, 409, 32, 255.0, 7.0, 26.0, 288.0
74, 80.000000, 670.000000, 64.722222, 670.000000, 40.000000, 0.165336, 408, 30, 255.0, 6.0, 24.0, 285.0
75, 80.000000, 660.000000, 69.513889, 662.845839, 33.195862, 0.065967, 406, 33, 255.0, 5.0, 27.0, 287.0
76, 80.000000, 670.000000, 62.847222, 671.082532, 40.000000, 0.182210, 406, 31, 270.0, 5.0, 25.0, 300.0
77, 70.000000, 680.000000, 61.388889, 667.813131, 40.000000, 0.228833, 406, 31, 256.0, 6.0, 26.0, 288.0
78, 80.000000, 660.000000, 77.251157, 660.200701, 40.000000, 0.051358, 407, 33, 255.0, 6.0, 27.0, 288.0
79, 80.000000, 670.000000, 68.229167, 668.917468, 40.000000, 0.296446, 407, 31, 256.0, 6.0, 25.0, 287.0
80, 70.000000, 660.000000, 66.666667, 668.660254, 40.000000, 0.137307, 409, 32, 254.0, 8.0, 26.0, 288.0
81, 70.000000, 670.000000, 66.666667, 670.000000, 40.000000, 0.173215, 406, 31, 255.0, 6.0, 25.0, 286.0
82, 70.000000, 670.000000, 64.791667, 675.412659, 40.000000, 0.382055, 407, 30, 255.0, 6.0, 24.0, 285.0
83, 70.000000, 670.000000, 66.666667, 670.000000, 40.000000, 0.174084, 407, 32, 254.0, 6.0, 26.0, 286.0
84, 70.000000, 660.000000, 69.583333, 659.808041, 44.082483, 0.120146, 408, 31, 255.0, 6.0, 25.0, 286.0
85, 80.000000, 670.000000, 62.407407, 666.613250, 40.000000, 0.242400, 407, 33, 255.0, 6.0, 27.0, 288.0
86, 80.000000, 660.000000, 71.041667, 658.917468, 40.000000, 0.087667, 406, 34, 254.0, 6.0, 28.0, 288.0
87, 70.000000, 680.000000, 71.759259, 663.622869, 40.000000, 0.117051, 406, 32, 259.0, 5.0, 27.0, 291.0
88, 70.000000, 680.000000, 61.388889, 667.813131, 40.000000, 0.251620, 406, 33, 267.0, 5.0, 27.0, 299.0
89, 80.000000, 660.000000, 69.166667, 664.330127, 40.000000, 0.073745, 407, 30, 255.0, 6.0, 24.0, 285.0
90, 70.000000, 660.000000, 68.888889, 660.803512, 40.000000, 0.079659, 409, 32, 255.0, 14.0, 28.0, 297.0
91, 80.000000, 660.000000, 70.069444, 658.917468, 40.000000, 0.070417, 407, 31, 255.0, 6.0, 25.0, 286.0
92, 70.000000, 670.000000, 74.496528, 662.955157, 40.000000, 0.066891, 407, 31, 254.0, 6.0, 24.0, 284.0
