#idx, p0x0, p0x1, x0, x1, x2, y, f1_neval, f2_neval, p0_grid_runtime (us), f1_time (us), f2_time (us), total_time (us)
0, 70.000000, 680.000000, 70.401293, 664.646676, 37.053722, 176.723772, 435, 170, 52904.0, 4590.0, 25459.0, 82953.0
1, 70.000000, 680.000000, 72.581646, 662.905020, 37.741250, 205.417812, 435, 172, 52227.0, 4612.0, 25878.0, 82717.0
2, 70.000000, 680.000000, 72.331202, 663.606097, 36.389693, 199.836468, 434, 171, 52307.0, 4447.0, 25684.0, 82438.0
3, 70.000000, 680.000000, 69.753074, 663.793503, 36.185929, 205.089311, 434, 169, 52695.0, 4573.0, 27846.0, 85114.0
4, 70.000000, 680.000000, 71.667181, 664.143780, 36.448054, 219.727710, 435, 175, 53013.0, 4602.0, 26085.0, 83700.0
5, 70.000000, 680.000000, 70.147829, 663.430759, 37.363834, 210.520216, 435, 169, 54040.0, 4610.0, 25252.0, 83902.0
6, 70.000000, 680.000000, 72.101326, 663.561371, 38.542681, 197.940052, 435, 172, 52148.0, 4695.0, 26894.0, 83737.0
7, 70.000000, 680.000000, 73.726152, 661.742997, 36.520306, 211.009782, 434, 170, 53282.0, 4441.0, 28098.0, 85821.0
8, 70.000000, 680.000000, 72.625217, 664.724932, 36.609644, 204.915898, 434, 171, 54474.0, 4539.0, 25644.0, 84657.0
9, 70.000000, 680.000000, 72.778754, 663.774406, 37.656509, 220.631068, 434, 172, 52273.0, 4470.0, 25626.0, 82369.0
10, 70.000000, 680.000000, 75.233051, 663.226322, 37.369369, 232.654643, 434, 174, 52435.0, 4451.0, 25897.0, 82783.0
11, 70.000000, 680.000000, 72.454445, 664.333660, 35.735364, 197.911902, 435, 168, 52288.0, 4686.0, 25038.0, 82012.0
12, 70.000000, 680.000000, 71.714404, 661.982634, 38.347062, 186.086992, 434, 170, 52412.0, 4521.0, 25448.0, 82381.0
13, 70.000000, 680.000000, 71.778983, 665.426470, 37.194967, 234.693896, 434, 172, 52118.0, 4458.0, 25725.0, 82301.0
14, 70.000000, 680.000000, 71.782343, 661.817468, 37.775548, 214.639691, 434, 171, 52162.0, 4469.0, 25455.0, 82086.0
15, 70.000000, 680.000000, 69.948966, 664.313426, 37.278335, 177.303353, 434, 173, 53094.0, 4465.0, 25831.0, 83390.0
16, 70.000000, 680.000000, 69.744758, 663.100415, 38.178578, 176.126432, 435, 169, 52321.0, 4608.0, 25083.0, 82012.0
17, 70.000000, 680.000000, 71.818308, 664.374559, 35.960476, 195.032114, 435, 171, 51929.0, 4652.0, 25455.0, 82036.0
18, 70.000000, 680.000000, 68.347606, 662.700038, 37.818722, 204.889605, 435, 169, 52283.0, 4637.0, 25122.0, 82042.0
19, 70.000000, 680.000000, 74.157834, 663.257746, 37.787130, 231.957037, 434, 173, 52127.0, 4460.0, 25853.0, 82440.0
20, 70.000000, 680.000000, 72.297139, 664.156234, 38.214310, 205.944409, 434, 170, 52028.0, 4483.0, 25495.0, 82006.0
21, 70.000000, 680.000000, 71.881651, 663.516518, 37.892230, 186.207476, 435, 174, 51868.0, 4576.0, 26101.0, 82545.0
22, 70.000000, 680.000000, 68.651367, 664.973186, 36.457610, 186.769289, 435, 169, 51976.0, 4581.0, 25219.0, 81776.0
23, 70.000000, 680.000000, 72.897370, 662.540260, 36.964744, 219.293466, 434, 172, 51958.0, 4452.0, 25687.0, 82097.0
24, 70.000000, 680.000000, 72.227045, 662.667821, 37.571519, 217.239091, 434, 170, 52100.0, 4471.0, 25377.0, 81948.0
25, 70.000000, 680.000000, 70.648504, 663.446228, 38.397773, 197.145428, 434, 170, 51906.0, 4435.0, 25357.0, 81698.0
26, 70.000000, 680.000000, 74.405142, 663.760715, 36.636645, 223.199495, 434, 168, 52178.0, 4482.0, 25030.0, 81690.0
27, 70.000000, 680.000000, 70.332232, 664.356927, 37.054854, 185.607129, 435, 171, 52055.0, 4574.0, 25484.0, 82113.0
28, 70.000000, 680.000000, 71.617993, 662.536413, 38.569191, 187.304720, 434, 171, 52393.0, 4560.0, 25500.0, 82453.0
29, 70.000000, 680.000000, 72.617214, 664.014902, 37.786189, 199.286932, 435, 169, 52338.0, 4710.0, 25180.0, 82228.0
30, 70.000000, 680.000000, 69.512995, 664.011520, 38.004888, 176.480653, 435, 171, 52219.0, 4615.0, 25587.0, 82421.0
31, 70.000000, 680.000000, 70.304541, 663.207012, 38.525125, 200.302134, 434, 173, 60233.0, 4516.0, 28843.0, 93592.0
32, 70.000000, 680.000000, 69.582495, 663.362226, 38.161123, 183.420907, 434, 172, 60578.0, 5365.0, 29288.0, 95231.0
33, 70.000000, 680.000000, 70.279379, 662.527720, 38.745534, 177.215214, 434, 171, 64759.0, 6631.0, 28595.0, 99985.0
34, 70.000000, 680.000000, 70.398077, 662.582546, 38.056448, 182.390913, 434, 172, 63568.0, 4488.0, 30525.0, 98581.0
35, 70.000000, 680.000000, 73.879251, 663.195208, 37.448438, 212.752313, 435, 172, 61841.0, 4623.0, 30372.0, 96836.0
