#idx, p0x0, p0x1, x0, x1, x2, y, f1_neval, f2_neval, p0_grid_runtime (us), f1_time (us), f2_time (us), total_time (us)
0, 70.000000, 680.000000, 70.822946, 664.624301, 36.564832, 176.498832, 497, 481, 51860.0, 12651.0, 71056.0, 135567.0
1, 70.000000, 680.000000, 72.548572, 663.685348, 37.430468, 205.218073, 496, 482, 51985.0, 12535.0, 70987.0, 135507.0
2, 70.000000, 680.000000, 72.100154, 663.047871, 37.313177, 199.533507, 496, 478, 51834.0, 12503.0, 70363.0, 134700.0
3, 70.000000, 680.000000, 70.136086, 663.637286, 37.116634, 204.704690, 496, 480, 52161.0, 12579.0, 70596.0, 135336.0
4, 70.000000, 680.000000, 72.160911, 663.921481, 36.218649, 219.500628, 497, 480, 52380.0, 12680.0, 71276.0, 136336.0
5, 70.000000, 680.000000, 70.770711, 663.275918, 36.919565, 210.111701, 496, 480, 52383.0, 12638.0, 70650.0, 135671.0
6, 70.000000, 680.000000, 71.893433, 663.168866, 38.381850, 197.746126, 496, 477, 52798.0, 17261.0, 89543.0, 159602.0
7, 70.000000, 680.000000, 73.374989, 662.434986, 37.279899, 210.582665, 496, 480, 52160.0, 12523.0, 70652.0, 135335.0
8, 70.000000, 680.000000, 72.099102, 664.874135, 36.949159, 204.645182, 496, 481, 52283.0, 12738.0, 71500.0, 136521.0
9, 70.000000, 680.000000, 72.432676, 663.802255, 36.841804, 220.305946, 497, 482, 52279.0, 12859.0, 71120.0, 136258.0
10, 70.000000, 680.000000, 75.427766, 663.840189, 37.027241, 232.466710, 496, 481, 51970.0, 12489.0, 70737.0, 135196.0
11, 70.000000, 680.000000, 72.165872, 664.073602, 36.324650, 197.734409, 496, 477, 52076.0, 12615.0, 69927.0, 134618.0
12, 70.000000, 680.000000, 71.531863, 662.978030, 38.421739, 185.659533, 496, 481, 51813.0, 12497.0, 71017.0, 135327.0
13, 70.000000, 680.000000, 72.314588, 664.674845, 36.935493, 234.373887, 496, 482, 52026.0, 12612.0, 70685.0, 135323.0
14, 70.000000, 680.000000, 71.918853, 662.518466, 37.260635, 214.388149, 497, 478, 51752.0, 12682.0, 70147.0, 134581.0
15, 70.000000, 680.000000, 70.169025, 664.546495, 37.131086, 177.195909, 496, 480, 51807.0, 12564.0, 70579.0, 134950.0
16, 70.000000, 680.000000, 70.118028, 663.274524, 37.816891, 175.921477, 497, 480, 51919.0, 12697.0, 70750.0, 135366.0
17, 70.000000, 680.000000, 71.466909, 664.924419, 35.658736, 194.872193, 496, 479, 52118.0, 12768.0, 70416.0, 135302.0
18, 70.000000, 680.000000, 68.603158, 663.065533, 37.216458, 204.664822, 497, 476, 52265.0, 12748.0, 69721.0, 134734.0
